Full,1,1,0.5,0.4,-0,-0,,70187.2,15981.4,0,54205.8,53832,3243,50588,107.665,456.611,942.553,,2.2951,232302,123387,53835,49700,0.839114,6.75854,7.33924,5.25029,6.9877,1.77818,0.998967,5.40318
Full,1,4,0.5,0.6,-0,-0,,97032.6,16226.1,0,80806.5,51097,5088,46008,102.194,463.603,889.513,,2.38015,197940,123371,51098,51165,0.82891,6.92898,7.28792,5.20487,6.94404,1.46265,0.758261,5.09468
Full,1,4,0.5,0.8,-0,-0,,113310,15673.4,0,97636.9,46634,6949,39685,93.2693,447.812,878.609,,2.43344,199670,123373,46635,54225,0.817528,7.08842,7.06538,5.22284,6.97488,1.26321,0.673589,5.3156
Full,1,4,0.75,0.4,-0,-0,,91191,21662.5,0,69528.5,66189,6246,59942,88.2529,412.62,831.703,,2.457,200719,123375,66191,40484,0.864639,6.77557,7.54144,5.11313,6.86294,0.966994,0.490136,5.31217
Full,1,4,0.75,0.6,-0,-0,,117844,20726.7,0,97116.8,60053,8499,51553,80.0711,394.795,820.1,,2.58362,203424,123372,60055,44441,0.847004,6.85611,7.36766,5.14853,6.92649,0.8843,0.44412,5.59208
Full,1,4,0.75,0.8,-0,-0,,134385,19850.4,0,114535,54182,11209,42973,72.2438,378.104,809.383,,2.72488,206168,123375,54184,48226,0.830071,6.89847,7.15004,5.17613,6.96979,0.821472,0.415891,5.87689
Full,1,1,0.75,0.4,-0,-0,,92791.9,21632.4,0,71159.4,67972,5866,62106,90.6303,412.047,867.879,,2.30654,232864,123386,67975,39786,0.873365,6.94601,7.46094,5.16278,6.89556,0.695932,0.460255,5.36023
Full,1,4,1,0.4,-0,-0,,101295,25015.8,0,76279,70116,9083,61032,70.1163,357.369,784.504,,2.8046,208059,123363,70118,37180,0.869776,6.55914,7.64588,5.01498,6.80599,0.783637,0.395116,6.0717
Full,1,4,1,0.6,-0,-0,,128907,23898.9,0,105008,63604,11952,51652,63.6042,341.413,773.366,,2.98617,211138,123376,63605,41236,0.849775,6.66844,7.47387,5.07258,6.8763,0.722396,0.356401,6.30586
Full,1,4,1,0.8,-0,-0,,144965,22717.7,0,122247,57288,14933,42355,57.2885,324.539,757.864,,3.19697,214200,123382,57290,45114,0.829981,6.77849,7.26233,5.11116,6.93317,0.66447,0.309949,6.42313
Full,1,4,1.25,0.4,-0,-0,,106940,27068.1,0,79872.3,70949,11354,59595,56.7595,309.35,740.046,,3.34742,216451,123368,70951,35817,0.865447,6.49094,7.75687,4.93632,6.72569,0.7125,0.333608,6.71037
Full,1,4,1.25,0.6,-0,-0,,132716,25384.2,0,107331,63872,13863,50009,51.0983,290.105,715.651,,3.66368,219557,123378,63874,39929,0.841341,6.66206,7.57528,5.00244,6.80148,0.695409,0.292535,6.7032
Full,1,4,1.25,0.8,-0,-0,,147636,23790.8,0,123845,57602,16421,41180,46.0817,271.895,686.135,,3.90696,221566,123379,57603,43598,0.820249,6.79959,7.3308,5.06092,6.85484,0.649434,0.244868,6.52243
Full,0.8,1,0.5,0.4,-0,-0,,84338.2,19161.4,0,65176.8,64774,4019,60755,129.55,547.471,903.31,,1.67471,191659,123369,64777,43361,0.876543,6.62067,7.49631,5.24565,6.81458,0.997869,0.662749,3.90295
Full,0.8,1,0.5,0.6,-0,-0,,114593,18796.5,0,95796.9,61141,5715,55426,122.284,537.044,892.437,,1.67781,191860,123377,61143,45937,0.867914,6.83019,7.29326,5.29446,6.89174,0.652332,0.453027,3.93792
Full,0.8,1,0.5,0.8,-0,-0,,136436,18418.2,0,118017,56863,8065,48798,113.727,526.236,879.834,,1.68144,192094,123377,56864,48979,0.857889,6.9562,7.07588,5.33233,6.95905,0.419986,0.314311,3.99864
Full,0.8,1,0.75,0.4,-0,-0,,107835,25495.7,0,82339.5,79180,8102,71077,105.574,485.635,821.376,,1.6857,192344,123370,79182,32897,0.90848,6.508,7.47233,5.14011,6.73744,0.186774,0.143931,3.86061
Full,1,1,0.75,0.6,-0,-0,,122880,21115.9,0,101764,63056,8316,54740,84.0758,402.209,853.247,,2.31404,233190,123374,63058,43168,0.861016,6.9982,7.27744,5.20454,6.98604,0.505495,0.348379,5.47019
Full,0.8,1,0.75,0.6,-0,-0,,142555,24956.2,0,117599,73785,11188,62597,98.381,475.357,808.685,,1.69069,192631,123386,73786,36739,0.895772,6.61073,7.31215,5.21256,6.86133,0.103292,0.0849246,3.91214
Full,0.8,1,0.75,0.8,-0,-0,,166346,24350.4,0,141995,68302,15006,53295,91.0695,463.819,793.719,,1.69507,192890,123377,68303,40604,0.882724,6.6646,7.1213,5.26864,6.92858,0.0578269,0.0491441,3.9353
