Pricing Opt,1,1,0.5,0.4,-0,-0,,20020.9,3942.47,0,16078.4,7722,3790,3931,51.4813,375.475,824.176,,2.28404,36530,7723,24021,0.868995,0.0533808,0.0447224,5.46121
Pricing Opt,1,1,0.5,0.4,-0,-0.25,,20382.5,3978.48,-363.292,16767.3,8589,2488,6100,57.2613,378.904,884.715,,2.28563,36550,8590,23292,0.872295,0.650468,0.405495,6.38353
Pricing Opt,1,1,0.5,0.8,-0.025,-0,,24260.8,3702.86,-367.143,20925.1,8871,1625,7245,59.1427,352.655,871.28,,2.28457,36532,8872,23038,0.873514,1.11942,0.736183,6.3877
Pricing Opt,1,4,0.5,0.6,-0,-0,,22458,3915.5,0,18542.5,8909,1978,6931,59.3987,372.905,842.884,,2.77226,36537,8909,22768,0.867006,0.88646,0.491616,5.44283
Pricing Opt,1,4,0.5,0.6,-0,-0.25,,22286.8,3859.89,-318.868,18745.8,8002,2928,5073,53.3467,367.609,800.635,,2.575,36534,8002,23656,0.866537,0.526419,0.223483,5.56526
Pricing Opt,1,4,0.5,0.6,-0.025,-0,,22590.9,3911.52,-368.538,19048,9382,1434,7948,62.5507,372.527,847.589,,2.29502,36528,9382,22573,0.874811,1.01355,0.526848,5.69694
Pricing Opt,1,4,0.5,0.6,-0.025,-0.25,,22501.5,3869.16,-844.747,19477.1,9486,1390,8095,63.24,368.492,847,,2.2702,36524,9486,22520,0.876307,1.13681,0.567236,5.73105
Pricing Opt,1,4,0.5,0.8,-0,-0,,24293.6,3834.13,0,20459.5,9056,1850,7205,60.3733,365.156,847.471,,2.68411,36526,9056,22639,0.86774,1.09578,0.630551,5.67373
Pricing Opt,1,4,0.5,0.8,-0,-0.25,,24031.3,3810.59,-446.662,20667.4,9021,1871,7150,60.1453,362.915,849.497,,2.81812,36520,9022,22622,0.866481,1.16554,0.628095,5.72702
Pricing Opt,1,4,0.5,0.8,-0.025,-0,,24836.1,3826.55,-360.674,21370.2,9295,1539,7756,61.9707,364.435,844.465,,2.40549,36529,9296,22611,0.873462,0.971935,0.514619,5.65797
Pricing Opt,1,4,0.5,0.8,-0.025,-0.25,,24162.2,3886.84,-706.217,20981.6,9230,1534,7695,61.5333,370.176,836.111,,2.44873,36527,9230,22609,0.871659,0.699867,0.296251,5.62965
Pricing Opt,1,4,0.75,0.4,-0,-0,,25317.2,5211.72,0,20105.5,12236,2499,9737,54.3849,330.904,793.661,,2.6903,36522,12237,20017,0.883146,0.658445,0.292114,5.66734
