1,1,0.6,0.3,0,0,0.355844,2.40891,0.193469,0.906223,1.15548,-0.39685,1.05749,-1.90223,-1.71226,-0.680451,-0.442315,-1.90135
1,1,0.6,0.3,-0.1,-0.5,0.323453,0.505932,-0.130248,0.0665604,0.51483,-0.248119,-0.130227,-0.16115,-0.153893,-0.179734,-0.23944,-0.157831
1,1,0.6,0.8,0,0,0.21171,0.1771,0.152261,0.405433,0.16098,-0.609707,0.176249,0.0310942,0.205499,0.152014,-0.0816793,0.248008
1,1,0.6,0.8,-0.1,-0.5,0.127586,0.450584,0.0934581,-0.49645,-0.0185974,0.18722,-0.152181,0.0676601,0.0192595,0.336857,0.1858,0.366368
1,1,0.8,0.3,0,0,-0.14375,0.320948,0.273588,0.522175,1.01263,0.440981,-0.167289,-0.267834,-0.260224,-0.229029,0.0854504,-0.332647
1,1,0.8,0.3,-0.1,-0.5,0.0161021,-0.2837,0.452817,-0.264172,0.699189,0.0330747,-0.115115,-0.0345497,-0.2058,-0.0964397,-0.153662,-0.470007
1,1,0.8,0.4,0,0,0.256646,0.0190855,-0.230627,0.0192466,-0.169924,0.26489,0.15373,-0.0796284,-0.269207,0.0649936,-0.0993466,-0.267463
1,1,0.8,0.4,-0.1,-0.5,0.802777,0.738055,-0.0801366,0.169696,0.392108,0.152595,0.369712,-0.744071,-0.792113,0.757408,0.522032,0.487249
1,1,0.8,0.5,0,0,-0.128197,0.477237,-0.0370619,-0.364314,-0.445836,0.301484,-0.278614,0.0456263,-0.31557,0.492658,0.137542,-0.197164
1,1,0.8,0.5,-0.1,-0.5,-0.176389,0.193786,-0.103407,0.100291,0.0596394,0.133749,-0.170941,-0.108534,-0.156909,0.142726,-0.0402145,0.2613
1,1,0.8,0.6,0,0,-0.303003,-0.197337,0.1596,0.300746,0.097095,0.066318,-0.101816,-0.105102,-0.121761,0.306899,0.0136002,0.0446861
1,1,0.8,0.6,-0.1,-0.5,-0.349659,0.563326,0.131945,-0.310152,0.801882,1.56413,-0.161036,0.913656,0.129389,0.419443,-0.0134725,0.478071
1,1,0.6,0.4,0,0,-0.889485,4.44961,-0.546204,0.411356,0.168637,2.09682,0.184107,-0.424329,-4.12097,-0.568499,0.100975,-2.69376
1,1,0.8,0.7,0,0,0.0216976,-0.123134,-0.0268783,-0.503101,0.126205,0.438737,-0.262366,0.810929,0.0563254,-0.326521,0.047792,0.930704
1,1,0.8,0.7,-0.1,-0.5,-0.221601,-0.781156,0.370875,1.52244,0.802683,0.699389,1.3135,-0.200237,0.250811,0.436012,0.741875,0.515229
1,1,0.8,0.8,0,0,0.00159673,0.114197,0.446403,0.762016,0.412432,0.524149,0.0075767,-0.0972118,-0.107909,0.587991,0.161179,0.106253
1,1,0.8,0.8,-0.1,-0.5,0.148507,-0.268851,0.20328,-0.134534,0.0806407,0.192884,-0.0201332,-0.160419,0.328263,-0.0591688,0.410543,-0.13857
1,1,1,0.3,0,0,0.591532,1.24752,1.04084,0.0442253,0.246033,0.182231,-0.430417,0.0791171,-0.45267,0.261405,-0.678914,-0.749252
1,1,1,0.3,-0.1,-0.5,-0.583288,-0.053154,0.395317,-0.292034,0.104921,0.229104,-0.346508,-0.0793978,0.173287,0.159849,0.0555225,0.0888655
1,1,1,0.4,0,0,-0.385612,0.0954816,-0.0676045,0.228148,0.0347135,-0.0940806,-0.053752,0.096707,-0.0653801,0.355139,-0.114184,-0.0320398
1,1,1,0.4,-0.1,-0.5,0.837988,1.07975,0.254746,-0.0188411,0.11881,-0.339738,0.142314,-0.13667,-0.0250027,1.70853,-0.295104,0.305248
1,1,1,0.5,0,0,-0.068834,0.141691,0.273288,0.176607,0.0462623,-0.0359025,0.235968,-0.042344,-0.153473,0.173465,0.0293473,0.0279284
1,1,1,0.5,-0.1,-0.5,2.17102,19.672,7.67174,2.95909,23.1532,11.3561,8.47929,22.6498,16.0883,2.23211,30.976,11.9645
1,1,0.6,0.4,-0.1,-0.5,-0.664358,0.49528,0.0828199,-0.173074,0.0272294,0.00665806,-0.277641,-0.269631,-0.117887,-0.0964758,0.158806,-0.359208
1,1,1,0.6,0,0,0.537297,0.147967,0.821765,-0.296949,-0.736992,0.0179431,0.966165,-0.363133,0.0772782,0.701018,-0.123771,-0.0201903
