Pricing Opt,1,1,0.75,0.4,-0,-0,,28175.2,5691.98,0,22483.2,11291,5302,5989,50.1858,361.396,862.343,,2.34287,36534,11292,18406,0.81289,1.084,0.861836,6.70923
Pricing Opt,1,1,0.75,0.4,-0,-0.25,,27788.9,5284.79,-863.116,23367.2,13421,2874,10546,59.6489,335.543,860.038,,2.33114,36539,13421,16720,0.824928,1.60669,1.05415,6.35447
Pricing Opt,1,1,0.75,0.8,-0.025,-0,,35286,5353.71,-603.2,30535.5,12918,2545,10373,57.416,339.919,858.401,,2.33283,36529,12919,17125,0.822461,1.05265,0.746838,6.38929
Pricing Opt,1,4,0.75,0.6,-0,-0,,28957.4,5431.36,0,23526,11111,3155,7955,49.384,344.849,833.512,,3.34399,36517,11111,17868,0.793584,0.847443,0.361208,6.22022
Pricing Opt,1,4,0.75,0.6,-0,-0.25,,30048.6,5247.26,-487.078,25288.5,12201,2039,10161,54.2276,333.16,828.476,,3.47774,36536,12201,16971,0.798455,0.862862,0.375285,5.98487
Pricing Opt,1,4,0.75,0.6,-0.025,-0,,28698.9,5159.18,-652.401,24192.1,12031,2549,9482,53.4747,327.568,846.675,,3.37578,36534,12031,17072,0.796631,1.77699,0.927492,6.62946
Pricing Opt,1,4,0.75,0.6,-0.025,-0.25,,29058.4,5187.81,-1037.83,24908.4,11916,2460,9456,52.9609,329.386,840.635,,3.63617,36548,11916,17069,0.793077,1.46882,0.729091,6.2206
Pricing Opt,1,4,0.75,0.8,-0,-0,,31793.6,5117.35,0,26676.2,11476,2510,8966,51.0053,324.912,834.544,,3.50243,36523,11476,17458,0.792241,1.22814,0.591457,6.74874
Pricing Opt,1,4,0.75,0.8,-0,-0.25,,31785.7,5108.32,-447.808,27125.2,11570,2569,9001,51.424,324.339,833.573,,3.39693,36519,11570,17368,0.792418,1.32073,0.651876,6.78561
Pricing Opt,1,4,0.75,0.8,-0.025,-0,,31967.2,5152.56,-720.472,27535.1,11662,2531,9130,51.8329,327.148,835.061,,3.34463,36521,11663,17330,0.793894,1.30437,0.642528,6.74341
Pricing Opt,1,4,0.75,0.8,-0.025,-0.25,,31355.6,5067.54,-1226.22,27514.2,11582,2501,9081,51.4764,321.749,835.341,,3.48122,36530,11582,17299,0.790614,1.40823,0.67644,6.87992
Pricing Opt,1,4,1,0.4,-0,-0,,29119.6,5973.31,0,23146.3,13053,3744,9309,43.5107,284.444,784.404,,3.55851,36537,13053,16207,0.800854,1.3709,0.655563,7.52082
Pricing Opt,1,4,1,0.4,-0,-0.25,,27412.4,5938.12,-278.352,21752.6,11678,4403,7275,38.9287,282.768,790.183,,4.13988,36529,11679,16873,0.78165,1.63724,0.715139,7.56975
Pricing Opt,1,1,0.75,0.8,-0.025,-0.25,,34803.8,5330.09,-1365.24,30839,12901,2541,10360,57.3378,338.42,857.734,,2.33377,36523,12901,17129,0.822235,1.06458,0.736726,6.41341
Pricing Opt,1,4,1,0.4,-0.025,-0,,27727.3,5921.69,-1381.88,23187.5,13102,3362,9739,43.674,281.986,788.927,,3.65233,36514,13102,16129,0.800572,1.47967,0.655198,7.59269
Pricing Opt,1,4,1,0.4,-0.025,-0.25,,29744.1,6008.31,-811.949,24547.7,11801,4692,7108,39.338,286.111,752.503,,4.10431,36507,11801,16820,0.784005,0.809743,0.252961,6.02846
Pricing Opt,1,4,1,0.6,-0,-0,,33218.7,6036.75,0,27181.9,12804,3303,9500,42.68,287.465,784.285,,3.89342,36529,12804,16364,0.798477,0.974689,0.385436,7.12832
Pricing Opt,1,4,1,0.6,-0,-0.25,,32436.6,6008.35,-665.75,27093.9,13692,3017,10674,45.6413,286.113,790.337,,3.46954,36514,13692,15782,0.807215,1.21026,0.522779,7.3581
Pricing Opt,1,4,1,0.6,-0.025,-0,,32990.9,6078.14,-1113.22,28026,13139,3087,10051,43.7967,289.436,783.464,,3.62381,36550,13139,16215,0.803146,1.10027,0.439579,7.29709
Pricing Opt,1,4,1,0.6,-0.025,-0.25,,32524.1,5987.52,-1759.08,28295.6,13174,3014,10160,43.9133,285.121,790.022,,3.73025,36521,13174,16049,0.800182,1.23241,0.527501,7.18968
Pricing Opt,1,4,1,0.8,-0,-0,,35194.4,6052.73,0,29141.7,12518,3708,8810,41.7293,288.226,785.758,,3.77168,36523,12518,16428,0.792576,1.0003,0.421989,7.39209
Pricing Opt,1,4,1,0.8,-0,-0.25,,34291.8,5961.61,-313.09,28643.3,11614,4401,7213,38.714,283.887,778.659,,4.11589,36530,11614,16994,0.78316,1.00504,0.394827,7.27383
Pricing Opt,1,4,1,0.8,-0.025,-0,,36692.6,6097.85,-796.551,31391.3,12818,3210,9607,42.7267,290.375,758.101,,3.91766,36536,12818,16256,0.795751,0.380028,0.0902013,5.9396
Pricing Opt,1,4,1,0.8,-0.025,-0.25,,35410.2,6044.15,-1138.25,30504.3,12373,3504,8869,41.244,287.817,774.729,,4.08835,36531,12373,16459,0.789247,0.744283,0.262596,6.53784
Pricing Opt,1,1,1,0.4,-0,-0,,33957.8,6653.97,0,27303.8,16252,3995,12257,54.176,316.857,817.435,,2.34646,36554,16253,14769,0.848671,0.751567,0.515154,6.25967
Pricing Opt,1,4,1.25,0.4,-0,-0,,31819.8,6644.98,0,25174.8,13337,4722,8614,35.5669,253.142,726.774,,4.64359,36531,13338,15474,0.788705,0.709957,0.180996,6.54461
Pricing Opt,1,4,1.25,0.4,-0,-0.25,,28645.8,6562.43,-681.936,22765.3,14411,3504,10906,38.4309,249.998,770.159,,4.49333,36551,14412,14679,0.795905,1.59737,0.759797,7.96277
Pricing Opt,1,4,1.25,0.4,-0.025,-0,,28323.3,6291.07,-1467.61,23499.9,12446,4463,7983,33.1909,239.66,752.052,,4.61126,36533,12446,15999,0.778641,1.60621,0.739961,8.63475
Pricing Opt,1,4,1.25,0.4,-0.025,-0.25,,28668.6,6520.89,-2155.3,24303,13766,3966,9800,36.7104,248.415,766.293,,4.45758,36524,13766,15132,0.791214,1.64997,0.752967,8.37398
Pricing Opt,1,4,1.25,0.6,-0,-0,,36670,6894.79,0,29775.2,14047,4092,9955,37.4603,262.659,738.486,,4.212,36518,14047,15163,0.799912,0.747401,0.249377,6.77129
Pricing Opt,1,4,1.25,0.6,-0,-0.25,,34679.6,6779.32,-685.526,28585.8,14650,3366,11284,39.0683,258.26,763.75,,4.03838,36537,14650,14755,0.804824,1.07874,0.42855,7.96393
Pricing Opt,1,4,1.25,0.6,-0.025,-0,,33774.4,6649.02,-1787.95,28913.3,14552,3013,11539,38.8064,253.297,761.329,,4.2802,36519,14552,14696,0.800913,1.13578,0.424013,7.75004
Pricing Opt,1,4,1.25,0.6,-0.025,-0.25,,35982,6673.72,-1092.53,30400.9,13422,4713,8709,35.7936,254.237,706.277,,4.51851,36526,13422,15545,0.793064,0.523849,0.106671,5.94062
Pricing Opt,1,4,1.25,0.8,-0,-0,,36331.5,6611,0,29720.5,13029,4748,8281,34.7451,251.848,743.711,,4.28297,36531,13029,15856,0.790701,1.00178,0.364882,8.0849
Pricing Opt,1,4,1.25,0.8,-0,-0.25,,39202,6448.12,-441.978,33195.9,13153,4083,9069,35.0763,245.643,662.675,,4.21376,36542,13153,15869,0.794218,0.27356,0.0475604,5.77634
Pricing Opt,1,1,1,0.4,-0,-0.25,,32445.5,6558.86,-1116.33,27002.9,16756,3465,13290,55.8533,312.327,816.993,,2.34271,36528,16756,14319,0.85073,0.903155,0.603454,6.25319
