Pricing Opt,1,4,0.5,0.4,0,-0.25,,87554.6,14274.7,-634.322,73914.2,31689,15327,16361,63.3786,407.851,767.621,,2.39754,198840,123370,31690,76009,0.872976,7.21806,7.71404,5.2728,6.28625,0.214952,0.0923384,4.64461
Pricing Opt,1,4,0.5,0.8,-0.025,0,,106641,14918.9,-1709.85,93431.5,39526,5509,34017,79.0536,426.257,800.532,,2.22955,195105,123371,39528,69704,0.885397,7.77674,7.39307,5.33255,6.35321,0.29408,0.140332,4.80065
Pricing Opt,1.2,4,0.5,0.6,0,-0.25,,82555.4,12995.8,-860.15,70419.7,29005,8874,20131,58.0104,371.309,821.446,,3.35413,233595,123381,29005,76363,0.854012,7.55829,7.99306,5.21986,6.28523,0.364165,0.130499,6.25947
Pricing Opt,1.2,4,0.5,0.6,-0.025,0,,82570,12810.7,-1658.82,71418.1,27832,8930,18901,55.6644,366.021,803.444,,3.2655,233121,123367,27833,77565,0.854345,7.72382,8.00557,5.20722,6.28602,0.412365,0.140009,5.95192
Pricing Opt,1.2,4,0.5,0.6,-0.025,-0.25,,81509.7,12716.5,-3311.17,72104.4,29071,7544,21527,58.143,363.33,785.931,,3.06158,230574,123398,29072,76843,0.858327,7.87784,7.78233,5.23475,6.31126,0.404469,0.140391,5.90128
Pricing Opt,1.2,4,0.5,0.8,0,-0.25,,87891.5,13117.9,-1216.03,75989.6,32116,7447,24669,64.2334,374.799,848.348,,3.25249,232500,123366,32117,73803,0.858593,7.59404,7.48432,5.31804,6.37962,0.911079,0.4253,6.487
Pricing Opt,1.2,4,0.5,0.8,-0.025,0,,89760,13529.2,-2619.11,78849.9,34571,6685,27886,69.1431,386.55,854.584,,2.98234,229351,123378,34572,72290,0.866145,7.51975,7.51665,5.32522,6.38957,0.759375,0.332174,6.34689
Pricing Opt,1.2,4,0.5,0.8,-0.025,-0.25,,89289.7,12904.5,-5315.19,81700.4,34986,3813,31172,69.9726,368.7,827.992,,2.89996,227675,123380,34986,72120,0.868102,7.87884,7.4196,5.35653,6.42574,0.735055,0.299607,6.46831
Pricing Opt,1.2,4,0.75,0.4,0,-0.25,,88513.5,15329.6,-1205.39,74389.3,34964,12676,22288,46.6197,291.993,686.135,,3.34222,234149,123384,34965,71559,0.863358,7.46196,7.79318,5.23258,6.29424,0.290386,0.100086,6.15426
Pricing Opt,1,4,0.5,0.8,-0.025,-0.25,,106650,15033.4,-4131.48,95748.1,41498,4505,36992,82.9962,429.526,807.419,,2.24375,194872,123391,41499,67960,0.887097,7.85965,7.31886,5.37874,6.38471,0.216405,0.0940715,4.8263
Pricing Opt,1.2,4,0.75,0.4,-0.025,0,,89101.1,16369,-2783.47,75515.6,38472,11651,26821,51.2971,311.791,721.052,,3.58199,235774,123382,38474,68184,0.864455,7.52044,7.78208,5.20862,6.27751,0.119171,0.02268,5.54695
Pricing Opt,1.2,4,0.75,0.4,-0.025,-0.25,,83906.3,15411.9,-6630.86,75125.3,39803,5148,34654,53.0715,293.56,678.034,,3.04665,229508,123386,39804,68177,0.875158,8.14914,7.74712,5.23844,6.30362,0.266875,0.103984,6.28809
Pricing Opt,1.2,4,0.75,0.6,0,-0.25,,100287,16599.6,-1831.09,85518,39959,9784,30174,53.2791,316.184,746.99,,3.26961,233448,123371,39960,67481,0.870879,7.40598,7.72475,5.24791,6.32023,0.408562,0.145396,6.31074
Pricing Opt,1.2,4,0.75,0.6,-0.025,0,,98471.8,16191.7,-4527.28,86807.4,40874,7228,33645,54.4995,308.414,718.817,,3.14266,231017,123380,40875,67015,0.874465,7.68775,7.67407,5.25417,6.32968,0.28445,0.0921777,6.07395
Pricing Opt,1.2,4,0.75,0.6,-0.025,-0.25,,95102.8,15358.9,-3305.91,83049.8,34344,14099,20244,45.7921,292.551,682.068,,3.39455,234859,123378,34345,72007,0.862005,7.33124,7.93921,5.21352,6.29987,0.268173,0.0828154,5.60899
Pricing Opt,1.2,4,0.75,0.8,0,-0.25,,103307,15566.3,-1734.16,89475.3,38309,7931,30378,51.0797,296.502,704.523,,3.22492,232852,123379,38311,68839,0.868461,7.65329,7.41477,5.30897,6.40484,0.36913,0.146451,6.29545
Pricing Opt,1.2,4,0.75,0.8,-0.025,0,,106656,16505.5,-4530.49,94680.6,41772,7356,34416,55.6972,314.391,750.644,,3.198,232592,123366,41774,66005,0.873657,7.68134,7.33871,5.34475,6.4277,0.43041,0.15869,6.45189
Pricing Opt,1.2,4,0.75,0.8,-0.025,-0.25,,103907,15673.7,-3770.68,92004.2,35777,13173,22603,47.703,298.547,698.88,,3.36521,234570,123380,35778,70808,0.863886,7.32123,7.74481,5.24075,6.32866,0.265941,0.0830027,5.67828
Pricing Opt,1.2,4,1,0.4,0,-0.25,,91415.8,16972,-1391.85,75835.6,38300,12240,26059,38.3001,242.458,611.498,,4.14232,242198,123385,38301,67469,0.857239,7.42619,7.72965,5.22515,6.30728,0.268122,0.0483929,5.60832
Pricing Opt,1.2,4,1,0.4,-0.025,0,,93281.5,17943.6,-3985.85,79323.8,40437,14035,26401,40.4375,256.337,650.975,,3.96617,241545,123360,40439,65946,0.862392,7.28344,7.73423,5.24815,6.32359,0.402766,0.0919368,6.11267
Pricing Opt,1.2,4,1,0.4,-0.025,-0.25,,93070,18103,-5899.24,80866.2,41865,12975,28889,41.8654,258.615,660.138,,3.92745,241038,123397,41866,64854,0.864851,7.36647,7.64126,5.25831,6.34265,0.43023,0.103853,6.23155
Pricing Opt,1.2,4,1,0.6,0,-0.25,,106451,18888.4,-2299.37,89861.9,46397,11193,35204,46.3975,269.835,675.752,,3.50738,236176,123373,46398,61801,0.877015,7.31179,7.56463,5.28961,6.35777,0.380927,0.127877,6.33762
Pricing Opt,1.2,4,1,0.6,-0.025,0,,105930,18779.5,-4848.46,91999.2,45037,11447,33589,45.037,268.279,672.663,,3.65072,237901,123362,45038,62620,0.872704,7.34161,7.60706,5.26653,6.35314,0.359845,0.102353,6.33125
Pricing Opt,1.2,4,1,0.6,-0.025,-0.25,,100833,18251.5,-7512.08,90093.4,44798,12182,32615,44.7987,260.736,656.523,,3.36194,234737,123378,44799,63428,0.877206,7.26591,7.55529,5.31561,6.39045,0.521975,0.217331,6.63199
Pricing Opt,1.2,4,1,0.8,0,-0.25,,109012,16248.4,-1672.37,94436.2,39147,9643,29504,39.1478,232.121,560.845,,3.405,234167,123383,39148,68068,0.86897,7.60339,7.60338,5.25137,6.33185,0.0875622,0.0299115,5.83789
Pricing Opt,1,4,0.75,0.4,0,-0.25,,104040,18921.4,-2520.75,87639,48985,13182,35803,65.3143,360.409,713.721,,2.39105,198162,123374,48987,61558,0.896011,7.13689,7.51414,5.30781,6.33132,0.167879,0.0668763,4.63115
Pricing Opt,1.2,4,1,0.8,-0.025,0,,112875,17857.7,-5638.41,100655,45135,9371,35764,45.1358,255.11,631.482,,3.38151,234242,123367,45136,63043,0.876894,7.48935,7.40727,5.33518,6.40687,0.208827,0.0686754,6.12277
Pricing Opt,1.2,4,1,0.8,-0.025,-0.25,,111839,17923.2,-7296.39,101212,44869,9907,34961,44.8693,256.046,630.044,,3.64699,236401,123392,44870,62765,0.872307,7.50848,7.39569,5.32504,6.38919,0.0883914,0.0130027,5.61487
Pricing Opt,1.2,4,1.25,0.4,0,-0.25,,97769.2,18906.3,-2709.59,81572.6,46331,12182,34148,37.065,216.072,559.45,,3.58321,236580,123369,46332,61955,0.877749,7.36523,7.65537,5.27535,6.33684,0.229625,0.0803856,6.42003
Pricing Opt,1.2,4,1.25,0.4,-0.025,0,,95249.6,18662.7,-5733.08,82320,45322,10840,34481,36.2579,213.288,545.262,,3.74297,237891,123378,45323,62505,0.873968,7.36652,7.76312,5.23474,6.31209,0.158907,0.0378916,6.21945
Pricing Opt,1.2,4,1.25,0.4,-0.025,-0.25,,96241.7,18321.3,-7638.82,85559.2,43752,12471,31281,35.002,209.387,536.8,,3.72614,237898,123366,43752,63889,0.87254,7.3977,7.7752,5.23397,6.29631,0.158779,0.0444105,6.29596
Pricing Opt,1.2,4,1.25,0.6,0,-0.25,,106048,20245.5,-2670.7,88472.9,49113,11179,37933,39.2906,231.378,624.942,,4.13689,242575,123377,49114,58558,0.872712,7.41459,7.43352,5.32366,6.37983,0.432099,0.112173,6.41703
Pricing Opt,1.2,4,1.25,0.6,-0.025,0,,105719,19791.9,-5296.34,91223.1,45759,14863,30895,36.6076,226.194,622.318,,4.28066,244781,123388,45760,61112,0.866155,7.05386,7.66978,5.2916,6.35741,0.58953,0.163845,6.63771
Pricing Opt,1.2,4,1.25,0.6,-0.025,-0.25,,101706,19497.9,-10837,93044.8,49718,7003,42715,39.7749,222.834,582.47,,3.66064,237383,123376,49720,58864,0.880115,7.82577,7.40125,5.3405,6.40848,0.31008,0.10218,6.7005
Pricing Opt,1,4,0.75,0.4,-0.025,0,,104130,18925.8,-2052.38,87256.8,48857,13139,35718,65.1434,360.493,714.239,,2.40428,198251,123376,48858,61665,0.895827,7.14004,7.54638,5.29548,6.33093,0.16845,0.0670037,4.636
Pricing Opt,1.2,4,1.25,0.8,0,-0.25,,108793,17807.9,-1679.16,92664.3,40271,10499,29772,32.2171,203.519,553.604,,4.35588,244822,123373,40273,65539,0.857661,7.65109,7.44826,5.27876,6.36337,0.366964,0.0949951,6.52985
Pricing Opt,1.2,4,1.25,0.8,-0.025,0,,113992,18779.4,-6109.52,101323,45032,10982,34049,36.0256,214.622,573.807,,3.96628,241031,123377,45032,62153,0.868775,7.43315,7.37531,5.3339,6.40289,0.308547,0.0827927,6.48653
Pricing Opt,1.2,4,1.25,0.8,-0.025,-0.25,,112972,17907.6,-7789.12,102853,42452,10789,31663,33.962,204.659,533.672,,3.92898,240140,123373,42453,64373,0.865877,7.3998,7.48718,5.29655,6.38015,0.194882,0.0430768,6.05086
Pricing Opt,1,4,0.75,0.4,-0.025,-0.25,,103892,18996.1,-4813.06,89709.5,49539,13089,36449,66.0525,361.831,714.933,,2.34564,197485,123366,49540,61173,0.897437,7.15737,7.5011,5.30865,6.33428,0.204279,0.0833457,4.6463
